ID,raw_data,,,,,,,,,,,,,,,,,,osl_idx,magnitude,Flip,Rotate,Poster,RBC,FanPCA,SSR,RTC,mIoU,,IoU[0],IoU[1],IoU[2],IoU[3],baseline,residual
num-14_mag-30_osl-4 ,"num-14_mag-30_osl-4 Epoch 150 | train | mIoU 0.143 | accuracy 0.574 | loss 1.146 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.087 | time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.177 | accuracy 0.584 | loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923]",num-14_mag-30_osl-4 Epoch 150 , train , mIoU 0.143 , accuracy 0.574 , loss 1.146 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.087 ," time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.177 , accuracy 0.584 , loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923],,,,4,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,17.66,0.58931865 0.00175922 0.10329423 0.01193923,0.58931865,0.00175922,0.10329423,0.01193923,65.2,-47.54
num-14_mag-6_osl-3 ,"num-14_mag-6_osl-3 Epoch 150 | train | mIoU 0.478 | accuracy 0.989 | loss 0.068 | lr 1.50e-05 | valid | mIoU 0.354 | accuracy 0.821 | loss 0.792 | time idk best model at epoch 87 with miou 0.35802 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.352 | accuracy 0.799 | loss 0.818 IoUs: [0.80296409 0. 0.60318423 0. ]",num-14_mag-6_osl-3 Epoch 150 , train , mIoU 0.478 , accuracy 0.989 , loss 0.068 , lr 1.50e-05 , valid , mIoU 0.354 , accuracy 0.821 , loss 0.792 ," time idk best model at epoch 87 with miou 0.35802 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.352 , accuracy 0.799 , loss 0.818 IoUs: [0.80296409 0. 0.60318423 0. ],,,,3,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,35.15,0.80296409 0. 0.60318423 0. ,0.80296409,0,0.60318423,0,35.3,-0.15
num-2_mag-30_osl-7 ,"num-2_mag-30_osl-7 Epoch 150 | train | mIoU 0.619 | accuracy 0.904 | loss 0.307 | lr 1.50e-05 | valid | mIoU 0.705 | accuracy 0.953 | loss 0.155 | time idk best model at epoch 150 with miou 0.70521 (Flip(always_apply=False, p=1), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.627 | accuracy 0.927 | loss 0.235 IoUs: [0.92557443 0.81235701 0.70769196 0.06381917]",num-2_mag-30_osl-7 Epoch 150 , train , mIoU 0.619 , accuracy 0.904 , loss 0.307 , lr 1.50e-05 , valid , mIoU 0.705 , accuracy 0.953 , loss 0.155 ," time idk best model at epoch 150 with miou 0.70521 (Flip(always_apply=False, p=1), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.627 , accuracy 0.927 , loss 0.235 IoUs: [0.92557443 0.81235701 0.70769196 0.06381917],,,,7,30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,62.74,0.92557443 0.81235701 0.70769196 0.06381917,0.92557443,0.81235701,0.70769196,0.06381917,74.8,-12.06
num-18_mag-22_osl-9 ,"num-18_mag-22_osl-9 Epoch 150 | train | mIoU 0.669 | accuracy 0.952 | loss 0.156 | lr 1.50e-05 | valid | mIoU 0.635 | accuracy 0.944 | loss 0.195 | time idk best model at epoch 58 with miou 0.65418 (FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.7333333333333333, 0.7333333333333333), shift_limit_y=(-0.7333333333333333, 0.7333333333333333), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-132, 132), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.627 | accuracy 0.934 | loss 0.245 IoUs: [0.9302035 0.87434626 0.70507449 0. ]",num-18_mag-22_osl-9 Epoch 150 , train , mIoU 0.669 , accuracy 0.952 , loss 0.156 , lr 1.50e-05 , valid , mIoU 0.635 , accuracy 0.944 , loss 0.195 ," time idk best model at epoch 58 with miou 0.65418 (FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.7333333333333333, 0.7333333333333333), shift_limit_y=(-0.7333333333333333, 0.7333333333333333), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-132, 132), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.627 , accuracy 0.934 , loss 0.245 IoUs: [0.9302035 0.87434626 0.70507449 0. ],,,,9,22,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,62.74,0.9302035 0.87434626 0.70507449 0. ,0.9302035,0.87434626,0.70507449,0,63.2,-0.46
num-12_mag-22_osl-12 ,"num-12_mag-22_osl-12 Epoch 150 | train | mIoU 0.869 | accuracy 0.979 | loss 0.093 | lr 1.50e-05 | valid | mIoU 0.626 | accuracy 0.896 | loss 0.396 | time idk best model at epoch 137 with miou 0.63803 (Posterize(always_apply=False, p=1, num_bits=(3, 3)), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test | mIoU 0.628 | accuracy 0.877 | loss 0.471 IoUs: [0.86323877 0.54594837 0.64522659 0.45566005]",num-12_mag-22_osl-12 Epoch 150 , train , mIoU 0.869 , accuracy 0.979 , loss 0.093 , lr 1.50e-05 , valid , mIoU 0.626 , accuracy 0.896 , loss 0.396 ," time idk best model at epoch 137 with miou 0.63803 (Posterize(always_apply=False, p=1, num_bits=(3, 3)), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test ", mIoU 0.628 , accuracy 0.877 , loss 0.471 IoUs: [0.86323877 0.54594837 0.64522659 0.45566005],,,,12,22,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,62.75,0.86323877 0.54594837 0.64522659 0.45566005,0.86323877,0.54594837,0.64522659,0.45566005,64.5,-1.75
num-19_mag-14_osl-1 ,"num-19_mag-14_osl-1 Epoch 150 | train | mIoU 0.900 | accuracy 0.973 | loss 0.103 | lr 1.50e-05 | valid | mIoU 0.601 | accuracy 0.894 | loss 0.427 | time idk best model at epoch 50 with miou 0.65834 (FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.628 | accuracy 0.876 | loss 0.429 IoUs: [0.8515688 0.65338458 0.62404363 0.38135531]",num-19_mag-14_osl-1 Epoch 150 , train , mIoU 0.900 , accuracy 0.973 , loss 0.103 , lr 1.50e-05 , valid , mIoU 0.601 , accuracy 0.894 , loss 0.427 ," time idk best model at epoch 50 with miou 0.65834 (FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.628 , accuracy 0.876 , loss 0.429 IoUs: [0.8515688 0.65338458 0.62404363 0.38135531],,,,1,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,62.76,0.8515688 0.65338458 0.62404363 0.38135531,0.8515688,0.65338458,0.62404363,0.38135531,75.1,-12.34
num-14_mag-6_osl-4 ,"num-14_mag-6_osl-4 Epoch 150 | train | mIoU 0.899 | accuracy 0.961 | loss 0.130 | lr 1.50e-05 | valid | mIoU 0.576 | accuracy 0.900 | loss 0.353 | time idk best model at epoch 27 with miou 0.62991 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.563 | accuracy 0.894 | loss 0.370 IoUs: [0.90627582 0.72296782 0.42596377 0.19793739]",num-14_mag-6_osl-4 Epoch 150 , train , mIoU 0.899 , accuracy 0.961 , loss 0.130 , lr 1.50e-05 , valid , mIoU 0.576 , accuracy 0.900 , loss 0.353 ," time idk best model at epoch 27 with miou 0.62991 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.563 , accuracy 0.894 , loss 0.370 IoUs: [0.90627582 0.72296782 0.42596377 0.19793739],,,,4,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,56.33,0.90627582 0.72296782 0.42596377 0.19793739,0.90627582,0.72296782,0.42596377,0.19793739,65.2,-8.87
num-14_mag-6_osl-5 ,"num-14_mag-6_osl-5 Epoch 150 | train | mIoU 0.902 | accuracy 0.971 | loss 0.118 | lr 1.50e-05 | valid | mIoU 0.662 | accuracy 0.932 | loss 0.232 | time idk best model at epoch 93 with miou 0.68288 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.615 | accuracy 0.927 | loss 0.271 IoUs: [0.93193578 0.82335273 0.66422968 0.03985015]",num-14_mag-6_osl-5 Epoch 150 , train , mIoU 0.902 , accuracy 0.971 , loss 0.118 , lr 1.50e-05 , valid , mIoU 0.662 , accuracy 0.932 , loss 0.232 ," time idk best model at epoch 93 with miou 0.68288 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.615 , accuracy 0.927 , loss 0.271 IoUs: [0.93193578 0.82335273 0.66422968 0.03985015],,,,5,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,61.48,0.93193578 0.82335273 0.66422968 0.03985015,0.93193578,0.82335273,0.66422968,0.03985015,77.3,-15.82
num-17_mag-14_osl-1 ,"num-17_mag-14_osl-1 Epoch 150 | train | mIoU 0.842 | accuracy 0.955 | loss 0.148 | lr 1.50e-05 | valid | mIoU 0.617 | accuracy 0.904 | loss 0.349 | time idk best model at epoch 122 with miou 0.63873 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.628 | accuracy 0.878 | loss 0.401 IoUs: [0.85669856 0.638467 0.6221716 0.39368215]",num-17_mag-14_osl-1 Epoch 150 , train , mIoU 0.842 , accuracy 0.955 , loss 0.148 , lr 1.50e-05 , valid , mIoU 0.617 , accuracy 0.904 , loss 0.349 ," time idk best model at epoch 122 with miou 0.63873 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.628 , accuracy 0.878 , loss 0.401 IoUs: [0.85669856 0.638467 0.6221716 0.39368215],,,,1,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62.78,0.85669856 0.638467 0.6221716 0.39368215,0.85669856,0.638467,0.6221716,0.39368215,75.1,-12.32
num-4_mag-30_osl-0 ,"num-4_mag-30_osl-0 Epoch 150 | train | mIoU 0.683 | accuracy 0.970 | loss 0.111 | lr 1.50e-05 | valid | mIoU 0.659 | accuracy 0.955 | loss 0.160 | time idk best model at epoch 79 with miou 0.66175 (Flip(always_apply=False, p=1), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.628 | accuracy 0.936 | loss 0.224 IoUs: [0.93492375 0.88111303 0.6956887 0. ]",num-4_mag-30_osl-0 Epoch 150 , train , mIoU 0.683 , accuracy 0.970 , loss 0.111 , lr 1.50e-05 , valid , mIoU 0.659 , accuracy 0.955 , loss 0.160 ," time idk best model at epoch 79 with miou 0.66175 (Flip(always_apply=False, p=1), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.628 , accuracy 0.936 , loss 0.224 IoUs: [0.93492375 0.88111303 0.6956887 0. ],,,,0,30,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62.79,0.93492375 0.88111303 0.6956887 0. ,0.93492375,0.88111303,0.6956887,0,63,-0.21
num-2_mag-14_osl-13 ,"num-2_mag-14_osl-13 Epoch 150 | train | mIoU 0.827 | accuracy 0.951 | loss 0.156 | lr 1.50e-05 | valid | mIoU 0.656 | accuracy 0.933 | loss 0.227 | time idk best model at epoch 80 with miou 0.72366 (Flip(always_apply=False, p=1), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True)) test | mIoU 0.628 | accuracy 0.901 | loss 0.326 IoUs: [0.90062832 0.72420061 0.59045641 0.29682779]",num-2_mag-14_osl-13 Epoch 150 , train , mIoU 0.827 , accuracy 0.951 , loss 0.156 , lr 1.50e-05 , valid , mIoU 0.656 , accuracy 0.933 , loss 0.227 ," time idk best model at epoch 80 with miou 0.72366 (Flip(always_apply=False, p=1), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True)) test ", mIoU 0.628 , accuracy 0.901 , loss 0.326 IoUs: [0.90062832 0.72420061 0.59045641 0.29682779],,,,13,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,62.80,0.90062832 0.72420061 0.59045641 0.29682779,0.90062832,0.72420061,0.59045641,0.29682779,73.8,-11.00
num-8_mag-30_osl-4 ,"num-8_mag-30_osl-4 Epoch 150 | train | mIoU 0.789 | accuracy 0.908 | loss 0.260 | lr 1.50e-05 | valid | mIoU 0.614 | accuracy 0.910 | loss 0.310 | time idk best model at epoch 53 with miou 0.66091 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.628 | accuracy 0.898 | loss 0.328 IoUs: [0.9029581 0.77744842 0.3872202 0.44467251]",num-8_mag-30_osl-4 Epoch 150 , train , mIoU 0.789 , accuracy 0.908 , loss 0.260 , lr 1.50e-05 , valid , mIoU 0.614 , accuracy 0.910 , loss 0.310 ," time idk best model at epoch 53 with miou 0.66091 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.628 , accuracy 0.898 , loss 0.328 IoUs: [0.9029581 0.77744842 0.3872202 0.44467251],,,,4,30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,62.81,0.9029581 0.77744842 0.3872202 0.44467251,0.9029581,0.77744842,0.3872202,0.44467251,65.2,-2.39
num-14_mag-6_osl-6 ,"num-14_mag-6_osl-6 Epoch 150 | train | mIoU 0.885 | accuracy 0.977 | loss 0.085 | lr 1.50e-05 | valid | mIoU 0.757 | accuracy 0.957 | loss 0.141 | time idk best model at epoch 115 with miou 0.76737 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.671 | accuracy 0.936 | loss 0.232 IoUs: [0.92803165 0.86634961 0.72060878 0.16817432]",num-14_mag-6_osl-6 Epoch 150 , train , mIoU 0.885 , accuracy 0.977 , loss 0.085 , lr 1.50e-05 , valid , mIoU 0.757 , accuracy 0.957 , loss 0.141 ," time idk best model at epoch 115 with miou 0.76737 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.671 , accuracy 0.936 , loss 0.232 IoUs: [0.92803165 0.86634961 0.72060878 0.16817432],,,,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,67.08,0.92803165 0.86634961 0.72060878 0.16817432,0.92803165,0.86634961,0.72060878,0.16817432,72.6,-5.52
num-3_mag-30_osl-13 ,"num-3_mag-30_osl-13 Epoch 150 | train | mIoU 0.848 | accuracy 0.961 | loss 0.141 | lr 1.50e-05 | valid | mIoU 0.694 | accuracy 0.941 | loss 0.206 | time idk best model at epoch 89 with miou 0.73914 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.628 | accuracy 0.905 | loss 0.328 IoUs: [0.898557 0.76037707 0.61784352 0.23668507]",num-3_mag-30_osl-13 Epoch 150 , train , mIoU 0.848 , accuracy 0.961 , loss 0.141 , lr 1.50e-05 , valid , mIoU 0.694 , accuracy 0.941 , loss 0.206 ," time idk best model at epoch 89 with miou 0.73914 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.628 , accuracy 0.905 , loss 0.328 IoUs: [0.898557 0.76037707 0.61784352 0.23668507],,,,13,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62.84,0.898557 0.76037707 0.61784352 0.23668507,0.898557,0.76037707,0.61784352,0.23668507,73.8,-10.96
num-15_mag-22_osl-1 ,"num-15_mag-22_osl-1 Epoch 150 | train | mIoU 0.824 | accuracy 0.953 | loss 0.158 | lr 1.50e-05 | valid | mIoU 0.611 | accuracy 0.901 | loss 0.353 | time idk best model at epoch 145 with miou 0.62980 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test | mIoU 0.629 | accuracy 0.879 | loss 0.399 IoUs: [0.85652655 0.63397411 0.63660709 0.38692369]",num-15_mag-22_osl-1 Epoch 150 , train , mIoU 0.824 , accuracy 0.953 , loss 0.158 , lr 1.50e-05 , valid , mIoU 0.611 , accuracy 0.901 , loss 0.353 ," time idk best model at epoch 145 with miou 0.62980 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test ", mIoU 0.629 , accuracy 0.879 , loss 0.399 IoUs: [0.85652655 0.63397411 0.63660709 0.38692369],,,,1,22,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,62.85,0.85652655 0.63397411 0.63660709 0.38692369,0.85652655,0.63397411,0.63660709,0.38692369,75.1,-12.25
num-14_mag-6_osl-7 ,"num-14_mag-6_osl-7 Epoch 150 | train | mIoU 0.872 | accuracy 0.979 | loss 0.093 | lr 1.50e-05 | valid | mIoU 0.672 | accuracy 0.947 | loss 0.184 | time idk best model at epoch 24 with miou 0.68367 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.632 | accuracy 0.934 | loss 0.331 IoUs: [0.93381718 0.86899077 0.69745338 0.02764453]",num-14_mag-6_osl-7 Epoch 150 , train , mIoU 0.872 , accuracy 0.979 , loss 0.093 , lr 1.50e-05 , valid , mIoU 0.672 , accuracy 0.947 , loss 0.184 ," time idk best model at epoch 24 with miou 0.68367 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.632 , accuracy 0.934 , loss 0.331 IoUs: [0.93381718 0.86899077 0.69745338 0.02764453],,,,7,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,63.20,0.93381718 0.86899077 0.69745338 0.02764453,0.93381718,0.86899077,0.69745338,0.02764453,74.8,-11.60
num-16_mag-30_osl-13 ,"num-16_mag-30_osl-13 Epoch 150 | train | mIoU 0.575 | accuracy 0.876 | loss 0.393 | lr 1.50e-05 | valid | mIoU 0.660 | accuracy 0.920 | loss 0.265 | time idk best model at epoch 133 with miou 0.68011 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.629 | accuracy 0.898 | loss 0.325 IoUs: [0.89836707 0.68393051 0.54935206 0.38361413]",num-16_mag-30_osl-13 Epoch 150 , train , mIoU 0.575 , accuracy 0.876 , loss 0.393 , lr 1.50e-05 , valid , mIoU 0.660 , accuracy 0.920 , loss 0.265 ," time idk best model at epoch 133 with miou 0.68011 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.629 , accuracy 0.898 , loss 0.325 IoUs: [0.89836707 0.68393051 0.54935206 0.38361413],,,,13,30,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,62.88,0.89836707 0.68393051 0.54935206 0.38361413,0.89836707,0.68393051,0.54935206,0.38361413,73.8,-10.92
num-14_mag-6_osl-8 ,"num-14_mag-6_osl-8 Epoch 150 | train | mIoU 0.870 | accuracy 0.971 | loss 0.127 | lr 1.50e-05 | valid | mIoU 0.677 | accuracy 0.943 | loss 0.194 | time idk best model at epoch 95 with miou 0.70479 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.619 | accuracy 0.922 | loss 0.267 IoUs: [0.91835985 0.80106516 0.69980514 0.0576852 ]",num-14_mag-6_osl-8 Epoch 150 , train , mIoU 0.870 , accuracy 0.971 , loss 0.127 , lr 1.50e-05 , valid , mIoU 0.677 , accuracy 0.943 , loss 0.194 ," time idk best model at epoch 95 with miou 0.70479 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.619 , accuracy 0.922 , loss 0.267 IoUs: [0.91835985 0.80106516 0.69980514 0.0576852 ],,,,8,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,61.92,0.91835985 0.80106516 0.69980514 0.0576852 ,0.91835985,0.80106516,0.69980514,0.0576852,63.5,-1.58
num-14_mag-6_osl-9 ,"num-14_mag-6_osl-9 Epoch 150 | train | mIoU 0.718 | accuracy 0.976 | loss 0.096 | lr 1.50e-05 | valid | mIoU 0.586 | accuracy 0.924 | loss 0.276 | time idk best model at epoch 127 with miou 0.62016 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test | mIoU 0.629 | accuracy 0.933 | loss 0.223 IoUs: [9.26673316e-01 8.54672263e-01 7.33969588e-01 4.03252907e-04]",num-14_mag-6_osl-9 Epoch 150 , train , mIoU 0.718 , accuracy 0.976 , loss 0.096 , lr 1.50e-05 , valid , mIoU 0.586 , accuracy 0.924 , loss 0.276 ," time idk best model at epoch 127 with miou 0.62016 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomToneCurve(always_apply=False, p=1, scale=0.2)) test ", mIoU 0.629 , accuracy 0.933 , loss 0.223 IoUs: [9.26673316e-01 8.54672263e-01 7.33969588e-01 4.03252907e-04],,,,9,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,62.89,9.26673316e-01 8.54672263e-01 7.33969588e-01 4.03252907e-04,9.27E-01,8.55E-01,7.34E-01,4.03E-04,63.2,-0.31
num-1_mag-14_osl-13 ,"num-1_mag-14_osl-13 Epoch 150 | train | mIoU 0.862 | accuracy 0.964 | loss 0.123 | lr 1.50e-05 | valid | mIoU 0.700 | accuracy 0.942 | loss 0.199 | time idk best model at epoch 45 with miou 0.74555 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(5, 5))) test | mIoU 0.629 | accuracy 0.904 | loss 0.345 IoUs: [0.89856075 0.73396828 0.63251108 0.25071919]",num-1_mag-14_osl-13 Epoch 150 , train , mIoU 0.862 , accuracy 0.964 , loss 0.123 , lr 1.50e-05 , valid , mIoU 0.700 , accuracy 0.942 , loss 0.199 ," time idk best model at epoch 45 with miou 0.74555 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(5, 5))) test ", mIoU 0.629 , accuracy 0.904 , loss 0.345 IoUs: [0.89856075 0.73396828 0.63251108 0.25071919],,,,13,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62.89,0.89856075 0.73396828 0.63251108 0.25071919,0.89856075,0.73396828,0.63251108,0.25071919,73.8,-10.91
num-16_mag-14_osl-15 ,"num-16_mag-14_osl-15 Epoch 150 | train | mIoU 0.666 | accuracy 0.972 | loss 0.109 | lr 1.50e-05 | valid | mIoU 0.623 | accuracy 0.939 | loss 0.203 | time idk best model at epoch 93 with miou 0.64909 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.629 | accuracy 0.935 | loss 0.218 IoUs: [0.93080174 0.86041798 0.72470146 0. ]",num-16_mag-14_osl-15 Epoch 150 , train , mIoU 0.666 , accuracy 0.972 , loss 0.109 , lr 1.50e-05 , valid , mIoU 0.623 , accuracy 0.939 , loss 0.203 ," time idk best model at epoch 93 with miou 0.64909 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.629 , accuracy 0.935 , loss 0.218 IoUs: [0.93080174 0.86041798 0.72470146 0. ],,,,15,14,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,62.90,0.93080174 0.86041798 0.72470146 0. ,0.93080174,0.86041798,0.72470146,0,63.9,-1.00
